4.9995	6.5867e-06
4.949	0.00067207
4.8985	0.0013389
4.848	0.0020083
4.7975	0.0026816
4.747	0.0033601
4.6965	0.0040452
4.646	0.0047382
4.5955	0.0054404
4.545	0.0061533
4.4945	0.0068782
4.444	0.0076166
4.3935	0.0083699
4.343	0.0091396
4.2925	0.0099272
4.242	0.010734
4.1915	0.011563
4.141	0.012414
4.0905	0.013289
4.04	0.014191
3.9895	0.015121
3.939	0.016081
3.8885	0.017072
3.838	0.018098
3.7875	0.01916
3.737	0.020259
3.6865	0.0214
3.636	0.022583
3.5855	0.023811
3.535	0.025087
3.4845	0.026414
3.434	0.027793
3.3835	0.02923
3.333	0.030725
3.2825	0.032282
3.232	0.033905
3.1815	0.035597
3.131	0.037362
3.0805	0.039204
3.03	0.041125
2.9795	0.043132
2.929	0.045227
2.8785	0.047416
2.828	0.049702
2.7775	0.052092
2.727	0.054591
2.6765	0.057203
2.626	0.059934
2.5755	0.062792
2.525	0.065781
2.4745	0.068909
2.424	0.072182
2.3735	0.075608
2.323	0.079195
2.2725	0.08295
2.222	0.086882
2.1715	0.090999
2.121	0.095312
2.0705	0.09983
2.02	0.10456
1.9695	0.10952
1.919	0.11472
1.8685	0.12016
1.818	0.12586
1.7675	0.13184
1.717	0.13811
1.6665	0.14468
1.616	0.15157
1.5655	0.15879
1.515	0.16636
1.4645	0.1743
1.414	0.18262
1.3635	0.19134
1.313	0.20049
1.2625	0.21009
1.212	0.22015
1.1615	0.2307
1.111	0.24177
1.0605	0.25337
1.01	0.26554
0.9595	0.2783
0.909	0.29168
0.8585	0.30571
0.808	0.32041
0.7575	0.33583
0.707	0.35199
0.6565	0.36892
0.606	0.38667
0.5555	0.40526
0.505	0.42473
0.4545	0.44512
0.404	0.46646
0.3535	0.4888
0.303	0.51217
0.2525	0.5366
0.202	0.56214
0.1515	0.58882
0.101	0.61667
0.0505	0.64573
0	0.67602
