2.9997	2.0688e-05
2.9694	0.0021105
2.9391	0.0042019
2.9088	0.0062964
2.8785	0.0083957
2.8482	0.010501
2.8179	0.012615
2.7876	0.014738
2.7573	0.016872
2.727	0.019019
2.6967	0.02118
2.6664	0.023358
2.6361	0.025553
2.6058	0.027767
2.5755	0.030002
2.5452	0.03226
2.5149	0.034543
2.4846	0.036852
2.4543	0.039189
2.424	0.041555
2.3937	0.043953
2.3634	0.046385
2.3331	0.048852
2.3028	0.051356
2.2725	0.053899
2.2422	0.056483
2.2119	0.059111
2.1816	0.061784
2.1513	0.064504
2.121	0.067274
2.0907	0.070095
2.0604	0.07297
2.0301	0.075901
1.9998	0.078891
1.9695	0.081941
1.9392	0.085055
1.9089	0.088235
1.8786	0.091483
1.8483	0.094802
1.818	0.098194
1.7877	0.10166
1.7574	0.10521
1.7271	0.10884
1.6968	0.11256
1.6665	0.11636
1.6362	0.12025
1.6059	0.12424
1.5756	0.12833
1.5453	0.13252
1.515	0.13681
1.4847	0.14121
1.4544	0.14572
1.4241	0.15034
1.3938	0.15509
1.3635	0.15996
1.3332	0.16496
1.3029	0.17008
1.2726	0.17535
1.2423	0.18075
1.212	0.1863
1.1817	0.19199
1.1514	0.19784
1.1211	0.20385
1.0908	0.21003
1.0605	0.21637
1.0302	0.22288
0.9999	0.22958
0.9696	0.23646
0.9393	0.24353
0.909	0.2508
0.8787	0.25827
0.8484	0.26596
0.8181	0.27385
0.7878	0.28197
0.7575	0.29032
0.7272	0.2989
0.6969	0.30772
0.6666	0.31679
0.6363	0.32612
0.606	0.33572
0.5757	0.34558
0.5454	0.35572
0.5151	0.36616
0.4848	0.37688
0.4545	0.38791
0.4242	0.39925
0.3939	0.41091
0.3636	0.4229
0.3333	0.43522
0.303	0.44789
0.2727	0.46091
0.2424	0.4743
0.2121	0.48806
0.1818	0.50219
0.1515	0.51672
0.1212	0.53165
0.0909	0.54698
0.0606	0.56273
0.0303	0.5789
0	0.5955
