1.9998	2.9034e-05
1.9796	0.0029616
1.9594	0.0058953
1.9392	0.0088312
1.919	0.01177
1.8988	0.014714
1.8786	0.017662
1.8584	0.020617
1.8382	0.02358
1.818	0.026551
1.7978	0.029532
1.7776	0.032524
1.7574	0.035528
1.7372	0.038545
1.717	0.041575
1.6968	0.044621
1.6766	0.047684
1.6564	0.050763
1.6362	0.053862
1.616	0.05698
1.5958	0.060118
1.5756	0.063279
1.5554	0.066463
1.5352	0.069672
1.515	0.072906
1.4948	0.076167
1.4746	0.079455
1.4544	0.082773
1.4342	0.086122
1.414	0.089502
1.3938	0.092915
1.3736	0.096362
1.3534	0.099844
1.3332	0.10336
1.313	0.10692
1.2928	0.11052
1.2726	0.11416
1.2524	0.11784
1.2322	0.12156
1.212	0.12533
1.1918	0.12914
1.1716	0.13301
1.1514	0.13692
1.1312	0.14088
1.111	0.1449
1.0908	0.14897
1.0706	0.15309
1.0504	0.15727
1.0302	0.16151
1.01	0.16581
0.9898	0.17017
0.9696	0.1746
0.9494	0.17909
0.9292	0.18365
0.909	0.18827
0.8888	0.19297
0.8686	0.19774
0.8484	0.20258
0.8282	0.2075
0.808	0.21249
0.7878	0.21757
0.7676	0.22273
0.7474	0.22797
0.7272	0.23329
0.707	0.23871
0.6868	0.24421
0.6666	0.2498
0.6464	0.25549
0.6262	0.26128
0.606	0.26716
0.5858	0.27314
0.5656	0.27923
0.5454	0.28542
0.5252	0.29172
0.505	0.29812
0.4848	0.30464
0.4646	0.31128
0.4444	0.31803
0.4242	0.3249
0.404	0.33189
0.3838	0.33901
0.3636	0.34625
0.3434	0.35362
0.3232	0.36113
0.303	0.36876
0.2828	0.37654
0.2626	0.38446
0.2424	0.39252
0.2222	0.40072
0.202	0.40908
0.1818	0.41758
0.1616	0.42624
0.1414	0.43506
0.1212	0.44403
0.101	0.45317
0.0808	0.46248
0.0606	0.47195
0.0404	0.48159
0.0202	0.49141
0	0.50141
