"theta","vectors:0","vectors:1","vectors:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.0002578,-7.1532e-05,-0.00024767,1,1,0,0,0,0
0.0003426,-6.3094e-05,-0.00017603,1,1,0.000999,0.000999,0,0
0.00042741,-5.4657e-05,-0.00010439,1,1,0.001998,0.001998,0,0
0.00051221,-4.622e-05,-3.2741e-05,1,1,0.002997,0.002997,0,0
0.00059702,-3.7783e-05,3.8902e-05,1,1,0.003996,0.003996,0,0
0.00068182,-2.9345e-05,0.00011055,1,1,0.004995,0.004995,0,0
0.00076663,-2.0908e-05,0.00018219,1,1,0.005994,0.005994,0,0
0.00085144,-1.2471e-05,0.00025383,1,1,0.006993,0.006993,0,0
0.00093624,-4.0336e-06,0.00032548,1,1,0.007992,0.007992,0,0
0.001021,4.4037e-06,0.00039712,1,1,0.008991,0.008991,0,0
0.0011059,1.2841e-05,0.00046877,1,1,0.00999,0.00999,0,0
0.0011907,2.1278e-05,0.00054041,1,1,0.010989,0.010989,0,0
0.0012755,2.9715e-05,0.00061205,1,1,0.011988,0.011988,0,0
0.0013603,3.8153e-05,0.0006837,1,1,0.012987,0.012987,0,0
0.0014451,4.659e-05,0.00075534,1,1,0.013986,0.013986,0,0
0.0015299,5.5027e-05,0.00082698,1,1,0.014985,0.014985,0,0
0.0016147,6.3465e-05,0.00089863,1,1,0.015984,0.015984,0,0
0.0016995,7.1902e-05,0.00097027,1,1,0.016983,0.016983,0,0
0.0017843,8.0339e-05,0.0010419,1,1,0.017982,0.017982,0,0
0.0018691,8.8776e-05,0.0011136,1,1,0.018981,0.018981,0,0
0.0019539,9.7214e-05,0.0011852,1,1,0.01998,0.01998,0,0
0.0020387,0.00010565,0.0012568,1,1,0.020979,0.020979,0,0
0.0021235,0.00011409,0.0013285,1,1,0.021978,0.021978,0,0
0.0022083,0.00012253,0.0014001,1,1,0.022977,0.022977,0,0
0.0022931,0.00013096,0.0014718,1,1,0.023976,0.023976,0,0
0.0023779,0.0001394,0.0015434,1,1,0.024975,0.024975,0,0
0.0024627,0.00014784,0.0016151,1,1,0.025974,0.025974,0,0
0.0025476,0.00015627,0.0016867,1,1,0.026973,0.026973,0,0
0.0026324,0.00016471,0.0017584,1,1,0.027972,0.027972,0,0
0.0027172,0.00017315,0.00183,1,1,0.028971,0.028971,0,0
0.002802,0.00018159,0.0019016,1,1,0.02997,0.02997,0,0
0.0028868,0.00019002,0.0019733,1,1,0.030969,0.030969,0,0
0.0029716,0.00019846,0.0020449,1,1,0.031968,0.031968,0,0
0.0030355,0.00020155,0.0021131,1,1,0.032967,0.032967,0,0
0.0030702,0.00019716,0.0021763,1,1,0.033966,0.033966,0,0
0.0031049,0.00019277,0.0022395,1,1,0.034965,0.034965,0,0
0.0031396,0.00018838,0.0023028,1,1,0.035964,0.035964,0,0
0.0031743,0.00018398,0.002366,0.99999,1,0.036963,0.036963,0,0
0.003209,0.00017959,0.0024292,0.99999,1,0.037962,0.037962,0,0
0.0032436,0.0001752,0.0024925,0.99999,1,0.038961,0.038961,0,0
0.0032783,0.00017081,0.0025557,0.99999,1,0.03996,0.03996,0,0
0.003313,0.00016641,0.0026189,0.99999,1,0.040959,0.040959,0,0
0.0033477,0.00016202,0.0026822,0.99999,1,0.041958,0.041958,0,0
0.0033824,0.00015763,0.0027454,0.99999,1,0.042957,0.042957,0,0
0.0034171,0.00015324,0.0028086,0.99999,1,0.043956,0.043956,0,0
0.0034518,0.00014884,0.0028719,0.99999,1,0.044955,0.044955,0,0
0.0034865,0.00014445,0.0029351,0.99999,1,0.045954,0.045954,0,0
0.0035212,0.00014006,0.0029983,0.99999,1,0.046953,0.046953,0,0
0.0035558,0.00013567,0.0030616,0.99999,1,0.047952,0.047952,0,0
0.0035905,0.00013127,0.0031248,0.99999,1,0.048951,0.048951,0,0
0.0036252,0.00012688,0.0031881,0.99999,1,0.04995,0.04995,0,0
0.0036599,0.00012249,0.0032513,0.99999,1,0.050949,0.050949,0,0
0.0036946,0.0001181,0.0033145,0.99999,1,0.051948,0.051948,0,0
0.0037293,0.00011371,0.0033778,0.99999,1,0.052947,0.052947,0,0
0.003764,0.00010931,0.003441,0.99999,1,0.053946,0.053946,0,0
0.0037987,0.00010492,0.0035042,0.99999,1,0.054945,0.054945,0,0
0.0038333,0.00010053,0.0035675,0.99999,1,0.055944,0.055944,0,0
0.003868,9.6136e-05,0.0036307,0.99999,1,0.056943,0.056943,0,0
0.0039027,9.1743e-05,0.0036939,0.99999,1,0.057942,0.057942,0,0
0.0039374,8.7351e-05,0.0037572,0.99999,1,0.058941,0.058941,0,0
0.0039721,8.2958e-05,0.0038204,0.99999,1,0.05994,0.05994,0,0
0.0040068,7.8566e-05,0.0038836,0.99999,1,0.060939,0.060939,0,0
0.0040415,7.4174e-05,0.0039469,0.99999,1,0.061938,0.061938,0,0
0.0040762,6.9781e-05,0.0040101,0.99999,1,0.062937,0.062937,0,0
0.0041109,6.5389e-05,0.0040733,0.99999,1,0.063936,0.063936,0,0
0.0041461,6.101e-05,0.0041366,0.99999,1,0.064935,0.064935,0,0
0.0042143,5.9958e-05,0.004207,0.99999,1,0.065934,0.065934,0,0
0.0042879,6.1324e-05,0.0042807,0.99999,1,0.066933,0.066933,0,0
0.0043615,6.2689e-05,0.0043543,0.99999,1,0.067932,0.067932,0,0
0.0044351,6.4055e-05,0.0044279,0.99999,1,0.068931,0.068931,0,0
0.0045086,6.5421e-05,0.0045016,0.99999,1,0.06993,0.06993,0,0
0.0045822,6.6786e-05,0.0045752,0.99999,1,0.070929,0.070929,0,0
0.0046558,6.8152e-05,0.0046488,0.99999,1,0.071928,0.071928,0,0
0.0047294,6.9517e-05,0.0047225,0.99999,1,0.072927,0.072927,0,0
0.004803,7.0883e-05,0.0047961,0.99999,1,0.073926,0.073926,0,0
0.0048766,7.2249e-05,0.0048697,0.99999,1,0.074925,0.074925,0,0
0.0049502,7.3614e-05,0.0049434,0.99999,1,0.075924,0.075924,0,0
0.0050238,7.498e-05,0.005017,0.99999,1,0.076923,0.076923,0,0
0.0050973,7.6345e-05,0.0050906,0.99999,1,0.077922,0.077922,0,0
0.0051709,7.7711e-05,0.0051643,0.99999,1,0.078921,0.078921,0,0
0.0052445,7.9077e-05,0.0052379,0.99998,1,0.07992,0.07992,0,0
