"theta","vectors:0","vectors:1","vectors:2","vtkValidPointMask","arc_length","Points:0","Points:1","Points:2"
0.10529,-1.6197e-05,0.1051,0.99446,1,0.52048,0.52048,0,0
0.10571,-9.7797e-06,0.10551,0.99442,1,0.52148,0.52148,0,0
0.10617,-5.8144e-07,0.10597,0.99436,1,0.52248,0.52248,0,0
0.10663,8.6163e-06,0.10643,0.99431,1,0.52348,0.52348,0,0
0.10709,1.7814e-05,0.10688,0.99425,1,0.52447,0.52447,0,0
0.10755,2.7012e-05,0.10734,0.9942,1,0.52547,0.52547,0,0
0.10801,3.621e-05,0.1078,0.99415,1,0.52647,0.52647,0,0
0.10847,4.5408e-05,0.10825,0.99409,1,0.52747,0.52747,0,0
0.10893,5.4606e-05,0.10871,0.99404,1,0.52847,0.52847,0,0
0.10939,6.3804e-05,0.10917,0.99398,1,0.52947,0.52947,0,0
0.10985,7.3002e-05,0.10962,0.99393,1,0.53047,0.53047,0,0
0.11031,8.22e-05,0.11008,0.99388,1,0.53147,0.53147,0,0
0.11077,9.1398e-05,0.11054,0.99382,1,0.53247,0.53247,0,0
0.11123,0.0001006,0.11099,0.99377,1,0.53347,0.53347,0,0
0.11169,0.00010979,0.11145,0.99371,1,0.53447,0.53447,0,0
0.11215,0.00011899,0.11191,0.99366,1,0.53546,0.53546,0,0
0.11261,0.00012819,0.11236,0.9936,1,0.53646,0.53646,0,0
0.11307,0.00013739,0.11282,0.99355,1,0.53746,0.53746,0,0
0.11353,0.00014659,0.11327,0.9935,1,0.53846,0.53846,0,0
0.11399,0.00015578,0.11373,0.99344,1,0.53946,0.53946,0,0
0.11445,0.00016498,0.11419,0.99339,1,0.54046,0.54046,0,0
0.11491,0.00017418,0.11464,0.99333,1,0.54146,0.54146,0,0
0.11537,0.00018338,0.1151,0.99328,1,0.54246,0.54246,0,0
0.11583,0.00019257,0.11556,0.99323,1,0.54346,0.54346,0,0
0.11629,0.00020177,0.11601,0.99317,1,0.54445,0.54445,0,0
0.11674,0.00021097,0.11647,0.99312,1,0.54545,0.54545,0,0
0.1172,0.00022017,0.11693,0.99306,1,0.54645,0.54645,0,0
0.11766,0.00022937,0.11738,0.99301,1,0.54745,0.54745,0,0
0.11812,0.00023856,0.11784,0.99296,1,0.54845,0.54845,0,0
0.11858,0.00024776,0.1183,0.9929,1,0.54945,0.54945,0,0
0.11904,0.00025696,0.11875,0.99285,1,0.55045,0.55045,0,0
0.1195,0.00026616,0.11921,0.99279,1,0.55145,0.55145,0,0
0.11996,0.00027536,0.11967,0.99274,1,0.55245,0.55245,0,0
0.12042,0.00028456,0.12012,0.99269,1,0.55345,0.55345,0,0
0.12088,0.00029376,0.12058,0.99263,1,0.55445,0.55445,0,0
0.12134,0.00030296,0.12104,0.99258,1,0.55544,0.55544,0,0
0.1218,0.00031216,0.12149,0.99252,1,0.55644,0.55644,0,0
0.12226,0.00032136,0.12195,0.99247,1,0.55744,0.55744,0,0
0.12272,0.00033056,0.12241,0.99242,1,0.55844,0.55844,0,0
