id, x, y
590, -0.5791900157928467, -2.4395499229431152
591, -0.3937540054321289, -2.4709599018096924
592, -0.13610699772834778, -2.4997100830078125
593, 0.4377099871635437, -2.4880599975585938
594, 0.8035380244255066, -2.315690040588379
668, -1.1563899517059326, -2.0982699394226074
669, 1.1633000373840332, -2.0610098838806152
741, -1.8655200004577637, -1.327049970626831
742, 1.9938900470733643, -1.2056900262832642
812, -2.1561100482940674, -0.7780969738960266
813, 2.2086100578308105, -0.9147940278053284
882, -2.4453799724578857, -0.413657009601593
883, 2.424959897994995, -0.43300101161003113
952, -2.429610013961792, -0.1205269992351532
953, 2.400559902191162, -0.11893100291490555
1022, -2.4205000400543213, 0.02018590085208416
1023, 2.344480037689209, 0.32798799872398376
1092, -2.3064498901367188, 0.6899330019950867
1093, 2.3157598972320557, 0.6487900018692017
1162, -2.1851699352264404, 0.9158110022544861
1163, 2.15664005279541, 1.0756399631500244
1233, -1.962280035018921, 1.1756700277328491
1234, 1.7732399702072144, 1.4016799926757812
1306, -1.4285999536514282, 1.6817400455474854
1307, -1.0109699964523315, 2.0730700492858887
1308, 1.043660044670105, 2.000030040740967
1309, 1.44228994846344, 1.6541800498962402
1384, -0.5238879919052124, 2.482419967651367
1385, -0.11673399806022644, 2.5138700008392334
1386, 0.41943299770355225, 2.45878005027771
