id, x, y
590, -0.42372098565101624, -1.588070034980774
591, -0.28271400928497314, -1.7869999408721924
592, -0.04832259938120842, -1.90339994430542
593, 0.26506900787353516, -1.792829990386963
594, 0.4373599886894226, -1.54721999168396
668, -0.5468869805335999, -1.2352700233459473
669, 0.5363109707832336, -1.2632299661636353
741, -0.6241059899330139, -0.7909510135650635
742, 0.6050649881362915, -0.8547229766845703
812, -0.6399099826812744, -0.5437870025634766
813, 0.6381350159645081, -0.5667210221290588
882, -0.6450430154800415, -0.3077389895915985
883, 0.6511970162391663, -0.3795410096645355
952, -0.646274983882904, -0.09100499749183655
953, 0.6591330170631409, -0.2074899971485138
1022, -0.6643610000610352, 0.13300000131130219
1023, 0.6600880026817322, -0.04401930049061775
1092, -0.6455900073051453, 0.3440310060977936
1093, 0.6547530293464661, 0.227743998169899
1162, -0.6347330212593079, 0.5492640137672424
1163, 0.636389970779419, 0.5633640289306641
1233, -0.6188269853591919, 0.8009290099143982
1234, 0.6099050045013428, 0.8342810273170471
1306, -0.5334290266036987, 1.251579999923706
1307, -0.45550400018692017, 1.4436800479888916
1308, 0.3658660054206848, 1.5730500221252441
1309, 0.5036410093307495, 1.3086199760437012
1384, -0.25937700271606445, 1.7123500108718872
1385, -0.031547099351882935, 1.8002699613571167
1386, 0.22498799860477448, 1.7193700075149536
