id, x, y
590, -0.022290300577878952, -0.11100699752569199
591, -0.03681059926748276, -0.1183990016579628
592, -0.0016024899668991566, -0.1205660030245781
593, 0.017896199598908424, -0.11359500139951706
594, 0.047646500170230865, -0.14376500248908997
668, -0.02478720061480999, -0.080479197204113
669, 0.05807330086827278, -0.16254299879074097
741, -0.05114470049738884, -0.06683339923620224
742, 0.05538469925522804, -0.11642099916934967
812, -0.054683100432157516, -0.03144900128245354
813, 0.10004299879074097, -0.08321549743413925
882, -0.06121249869465828, -0.009823120199143887
883, 0.08997569978237152, -0.04111950099468231
952, -0.06571169942617416, 0.0020507900044322014
953, 0.09611190110445023, -0.00845326017588377
1022, -0.07464279979467392, 0.011200100183486938
1023, 0.09876050055027008, 0.025135699659585953
1092, -0.09125609695911407, 0.03472939878702164
1093, 0.10183099657297134, 0.05471080169081688
1162, -0.09941869974136353, 0.09923949837684631
1163, 0.08173120021820068, 0.07578189671039581
1233, -0.09095639735460281, 0.08429969847202301
1234, 0.06121340021491051, 0.08935610204935074
1306, -0.09795360267162323, 0.09978020191192627
1307, -0.0806960016489029, 0.12585799396038055
1308, 0.019994400441646576, 0.12256799638271332
1309, 0.04192439839243889, 0.1215440034866333
1384, -0.05998779833316803, 0.1487410068511963
1385, -0.046958599239587784, 0.16609099507331848
1386, -0.01089319959282875, 0.1442510038614273
