id, x, y
590, -0.03355349972844124, -0.06292419880628586
591, -0.03385759890079498, -0.0897890031337738
592, -0.026028599590063095, -0.09921900182962418
593, 0.020672399550676346, -0.0758173018693924
594, 0.07172960042953491, -0.1362919956445694
668, -0.04939119890332222, -0.04446849972009659
669, 0.09638159722089767, -0.0717179998755455
741, -0.0581590011715889, -0.04816969856619835
742, 0.07820980250835419, -0.030334200710058212
812, -0.09371060132980347, -0.008642340078949928
813, 0.11039800196886063, -0.025114700198173523
882, -0.10508300364017487, 0.024487700313329697
883, 0.13453899323940277, -0.03249000012874603
952, -0.08698700368404388, 0.005811669863760471
953, 0.1462559998035431, -0.0585240013897419
1022, -0.07246439903974533, -0.011825700290501118
1023, 0.1632930040359497, -0.01480880007147789
1092, -0.08261760324239731, 0.003439930034801364
1093, 0.13474899530410767, 0.03336140140891075
1162, -0.10218200087547302, 0.024251699447631836
1163, 0.12419799715280533, 0.07164560258388519
1233, -0.1139800027012825, 0.07055740058422089
1234, 0.10196799784898758, 0.11061900109052658
1306, -0.06897760182619095, 0.06243009865283966
1307, -0.04104439914226532, 0.09636910259723663
1308, 0.04179079830646515, 0.12610499560832977
1309, 0.06533750146627426, 0.10607100278139114
1384, -0.03551280125975609, 0.12524700164794922
1385, -0.018920699134469032, 0.11207699775695801
1386, 0.020542100071907043, 0.10617200285196304
