id, x, y
590, -0.07798340171575546, -0.04452570155262947
591, -0.06550010293722153, -0.09693840146064758
592, -0.008524799719452858, -0.09316139668226242
593, 0.029551099985837936, -0.15936699509620667
594, 0.03420000150799751, -0.13606099784374237
668, -0.10863500088453293, -0.009497939608991146
669, 0.05512860044836998, -0.1070379987359047
741, -0.16293799877166748, -0.03350310027599335
742, 0.08220399916172028, -0.11531200259923935
812, -0.1600559949874878, 0.008098499849438667
813, 0.12768800556659698, -0.10954400151968002
882, -0.1747490018606186, 0.0407538004219532
883, 0.17659899592399597, -0.07455749809741974
952, -0.15417300164699554, -0.014121100306510925
953, 0.22609899938106537, -0.047849901020526886
1022, -0.16713599860668182, 0.023576699197292328
1023, 0.21135899424552917, -0.012538200244307518
1092, -0.1733199954032898, 0.05729230120778084
1093, 0.19533699750900269, 0.01526589971035719
1162, -0.13162299990653992, 0.0996038019657135
1163, 0.1821179986000061, 0.05938589945435524
1233, -0.11536700278520584, 0.1145239993929863
1234, 0.12331400066614151, 0.09569370001554489
1306, -0.09978959709405899, 0.14080700278282166
1307, -0.11208999902009964, 0.17994700372219086
1308, 0.06113100051879883, 0.13259300589561462
1309, 0.08023220300674438, 0.09133940190076828
1384, -0.07427939772605896, 0.12427599728107452
1385, -0.024083299562335014, 0.08279959857463837
1386, -0.005408249795436859, 0.12418899685144424
