id, x, y
590, -0.030951499938964844, -0.07911369949579239
591, -0.02305779978632927, -0.06187329813838005
592, -0.005676969885826111, -0.0688885971903801
593, 0.006971039809286594, -0.05403359979391098
594, 0.03774179890751839, -0.05468609929084778
668, -0.05628350004553795, -0.06363940238952637
669, 0.07176460325717926, -0.026371199637651443
741, -0.06977149844169617, -0.034370098263025284
742, 0.08669809997081757, -0.02591240033507347
812, -0.09055329859256744, -0.010356299579143524
813, 0.09612610191106796, -0.010890999808907509
882, -0.09183470159769058, 0.012385799549520016
883, 0.12676399946212769, 0.005834249779582024
952, -0.08620870113372803, -0.007126079872250557
953, 0.15281100571155548, 0.009508459828794003
1022, -0.08720160275697708, 0.018427299335598946
1023, 0.15179499983787537, 0.02189129963517189
1092, -0.08372750133275986, -0.010247900150716305
1093, 0.08879820257425308, 0.05333539843559265
1162, -0.0824040025472641, 0.01118060015141964
1163, 0.061800599098205566, 0.060336701571941376
1233, -0.1037990003824234, 0.05789969861507416
1234, 0.022825799882411957, 0.1247280016541481
1306, -0.07867780327796936, 0.06719870120286942
1307, -0.06865330040454865, 0.08426609635353088
1308, 0.027654999867081642, 0.054509300738573074
1309, 0.06603769958019257, 0.08167929947376251
1384, -0.03892600163817406, 0.1048090010881424
1385, -0.0018476899713277817, 0.04860769957304001
1386, 0.045705098658800125, 0.0335519015789032
