s, q, Energy
0.025, 0.3, 23.34763380401638
0.025, 0.4, 24.951726805645052
0.025, 0.5, 27.567888408211275
0.025, 0.6, 31.17283282897137
0.025, 0.7, 35.77027791039281
0.025, 0.8, 41.38932368477075
0.05, 0.3, 23.43484707428554
0.05, 0.4, 25.071947924497298
0.05, 0.5, 27.672431497648134
0.05, 0.6, 31.34422303659211
0.05, 0.7, 35.87175337756802
0.05, 0.8, 41.79956835946395
0.075, 0.3, 23.50818037879221
0.075, 0.4, 25.16751872538889
0.075, 0.5, 27.783195321408545
0.075, 0.6, 31.403079919432336
0.075, 0.7, 36.06656631261907
0.075, 0.8, 41.74220348017619
0.1, 0.3, 23.662195453749906
0.1, 0.4, 25.290077092932314
0.1, 0.5, 27.88467617987238
0.1, 0.6, 31.504826097644287
0.1, 0.7, 36.178293645648345
0.1, 0.8, 41.8919426887159
0.125, 0.3, 23.656487359576847
0.125, 0.4, 25.31640907830533
0.125, 0.5, 27.952548116740328
0.125, 0.6, 31.585339843734623
0.125, 0.7, 36.32063220111613
0.125, 0.8, 41.918541142358876
0.15, 0.3, 23.672353935007884
0.15, 0.4, 25.356439187520618
0.15, 0.5, 28.010895881681254
0.15, 0.6, 31.6455587953631
0.15, 0.7, 36.19245604430955
0.15, 0.8, 42.04831420212247
0.175, 0.3, 23.447302794035597
0.175, 0.4, 25.257878772192694
0.175, 0.5, 27.876583252088388
0.175, 0.6, 31.56377283931772
0.175, 0.7, 36.20737793330383
0.175, 0.8, 42.03768525950192
0.2, 0.3, 23.29500686469247
0.2, 0.4, 25.12107842317004
0.2, 0.5, 27.861146586209408
0.2, 0.6, 31.55153691942861
0.2, 0.7, 36.40878141888684
0.2, 0.8, 42.00386911189459
0.225, 0.3, 23.223616411985933
0.225, 0.4, 25.05177254733252
0.225, 0.5, 27.811397586405214
0.225, 0.6, 31.553191409947946
0.225, 0.7, 36.41611752660079
0.225, 0.8, 41.975888754582854
0.25, 0.3, 23.03489460229668
0.25, 0.4, 24.93589914984007
0.25, 0.5, 27.757014936226625
0.25, 0.6, 31.521228280340285
0.25, 0.7, 36.40680446726772
0.25, 0.8, 41.95340888073629
0.275, 0.3, 23.223073668778213
0.275, 0.4, 25.122378217296927
0.275, 0.5, 27.925180326197044
0.275, 0.6, 31.6972346910409
0.275, 0.7, 36.39300152810096
0.275, 0.8, 42.3286370481162
0.3, 0.3, 23.015936463104964
0.3, 0.4, 24.973969405116467
0.3, 0.5, 27.828820020751163
0.3, 0.6, 31.63768445263443
0.3, 0.7, 36.37225703940971
0.3, 0.8, 42.17102752234553
0.325, 0.3, 22.797812467249166
0.325, 0.4, 24.81357936963243
0.325, 0.5, 27.719466171742393
0.325, 0.6, 31.587209546719887
0.325, 0.7, 36.31964244580439
0.325, 0.8, 42.16897911278607
0.35, 0.3, 22.558111083246445
0.35, 0.4, 24.64745601640285
0.35, 0.5, 27.621804323159157
0.35, 0.6, 31.52326565876283
0.35, 0.7, 36.43518205990488
0.35, 0.8, 42.16558972335792
0.375, 0.3, 22.35199367892894
0.375, 0.4, 24.437573805007112
0.375, 0.5, 27.487929344092304
0.375, 0.6, 31.45082132538714
0.375, 0.7, 36.267543500758066
0.375, 0.8, 42.139065870207205
0.4, 0.3, 22.14348904374925
0.4, 0.4, 24.297483349927766
0.4, 0.5, 27.353796567429374
0.4, 0.6, 31.381321711149134
0.4, 0.7, 36.21274704184278
0.4, 0.8, 42.11857484991781
0.425, 0.3, 21.930571616075348
0.425, 0.4, 24.12891839296933
0.425, 0.5, 27.23980928793612
0.425, 0.6, 31.314411217064862
0.425, 0.7, 36.19567962384585
0.425, 0.8, 42.091007393576525
0.45, 0.3, 21.783767987877365
0.45, 0.4, 23.961133585728653
0.45, 0.5, 27.120476596357665
0.45, 0.6, 31.354019298375636
0.45, 0.7, 36.18822011398893
0.45, 0.8, 42.059685224504605
0.475, 0.3, 21.578475393529622
0.475, 0.4, 23.893075052538574
0.475, 0.5, 27.01824741193051
0.475, 0.6, 31.167190585853014
0.475, 0.7, 36.07521590794424
0.475, 0.8, 42.115121626747445
0.5, 0.3, 21.46279264694533
0.5, 0.4, 23.728738306942844
0.5, 0.5, 26.913533459207457
0.5, 0.6, 31.091607819980815
0.5, 0.7, 36.03054760071767
0.5, 0.8, 41.96402640179127
0.525, 0.3, 21.270543477815014
0.525, 0.4, 23.612603444108178
0.525, 0.5, 26.809176649683256
0.525, 0.6, 31.04137829035288
0.525, 0.7, 35.97948484832198
0.525, 0.8, 41.89910141042685
0.55, 0.3, 21.05063735609028
0.55, 0.4, 23.379679426786893
0.55, 0.5, 26.707727646999313
0.55, 0.6, 30.965659645488728
0.55, 0.7, 35.922140340428655
0.55, 0.8, 41.81596792336224
0.575, 0.3, 20.8638069033062
0.575, 0.4, 23.215873722398964
0.575, 0.5, 26.608177017941752
0.575, 0.6, 30.89578590459767
0.575, 0.7, 35.852376215228915
0.575, 0.8, 41.73636011309247
0.6, 0.3, 20.720357742893896
0.6, 0.4, 23.158190198716106
0.6, 0.5, 26.510046076030974
0.6, 0.6, 30.842924997692492
0.6, 0.7, 35.76489203701516
0.6, 0.8, 41.647316687220155
0.625, 0.3, 20.539940388514935
0.625, 0.4, 23.02238918933005
0.625, 0.5, 26.4203470041861
0.625, 0.6, 30.78371990900492
0.625, 0.7, 35.69075163762212
0.625, 0.8, 41.543002519528535
0.65, 0.3, 20.372121241882052
0.65, 0.4, 22.892104667875373
0.65, 0.5, 26.32130484386215
0.65, 0.6, 30.837429706326443
0.65, 0.7, 35.61682330927202
0.65, 0.8, 41.40772522686888
0.675, 0.3, 20.202306269861094
0.675, 0.4, 22.758336263581036
0.675, 0.5, 26.227073274980153
0.675, 0.6, 30.635384760807796
0.675, 0.7, 35.49195482271572
0.675, 0.8, 41.30441155980941
0.7, 0.3, 20.00812687663682
0.7, 0.4, 22.635130687444597
0.7, 0.5, 26.12199871390947
0.7, 0.6, 30.67675500030837
0.7, 0.7, 35.44255807445018
0.7, 0.8, 41.169762030789684
0.725, 0.3, 19.845821025851052
0.725, 0.4, 22.4899451303258
0.725, 0.5, 26.030586018857367
0.725, 0.6, 30.59445570497416
0.725, 0.7, 35.32920772746294
0.725, 0.8, 41.01932257179967
0.75, 0.3, 19.73481774285076
0.75, 0.4, 22.397672548556876
0.75, 0.5, 25.94178278007006
0.75, 0.6, 30.551792809364336
0.75, 0.7, 35.20452590868466
0.75, 0.8, 40.862337236730056
0.775, 0.3, 19.56165997662398
0.775, 0.4, 22.240466394394197
0.775, 0.5, 25.867725899975788
0.775, 0.6, 30.33537464156658
0.775, 0.7, 35.09531572825907
0.775, 0.8, 40.69934572282332
0.8, 0.3, 19.367432646975598
0.8, 0.4, 22.128541989057794
0.8, 0.5, 25.740440263996405
0.8, 0.6, 30.387503927816777
0.8, 0.7, 34.98940393433374
0.8, 0.8, 40.53384114745291
0.825, 0.3, 19.193049138583355
0.825, 0.4, 21.98050446056999
0.825, 0.5, 25.633656820763377
0.825, 0.6, 30.305644645779918
0.825, 0.7, 34.84600518594476
0.825, 0.8, 40.350695691327346
0.85, 0.3, 19.02758617929257
0.85, 0.4, 21.841935369826068
0.85, 0.5, 25.5384446364617
0.85, 0.6, 30.089973911347315
0.85, 0.7, 34.72133812514568
0.85, 0.8, 40.17882549393843
0.875, 0.3, 18.845844914071744
0.875, 0.4, 21.70652330810595
0.875, 0.5, 25.429199789088706
0.875, 0.6, 30.00601133347496
0.875, 0.7, 34.59081810662773
0.875, 0.8, 39.998847452031946
0.9, 0.3, 18.69575842512856
0.9, 0.4, 21.568088294387753
0.9, 0.5, 25.31878073646844
0.9, 0.6, 29.905025383871035
0.9, 0.7, 34.46393000766617
0.9, 0.8, 39.79397415911557
0.925, 0.3, 18.501699912384716
0.925, 0.4, 21.438850629135786
0.925, 0.5, 25.20527035517647
0.925, 0.6, 29.817637618106616
0.925, 0.7, 34.29159144277164
0.925, 0.8, 39.60379970138966
0.95, 0.3, 18.336683609129246
0.95, 0.4, 21.294909503014722
0.95, 0.5, 25.09898626204762
0.95, 0.6, 29.72754299601996
0.95, 0.7, 34.86832372860754
0.95, 0.8, 39.40638394233375
0.975, 0.3, 18.14542743589935
0.975, 0.4, 21.14561778761161
0.975, 0.5, 24.99335288815924
0.975, 0.6, 29.61337441143877
0.975, 0.7, 33.98564006997357
0.975, 0.8, 39.17717248252082
1.0, 0.3, 17.983872663350947
1.0, 0.4, 21.01641829812357
1.0, 0.5, 24.851453241097666
1.0, 0.6, 29.51810639902864
1.0, 0.7, 33.84272779341194
1.0, 0.8, 38.97151113523127
