s, q, Energy
0.825, 0.7, 32.71022478594476
0.825, 0.8, 38.00636829132734
0.85, 0.3, 17.113296579292573
0.85, 0.4, 19.952001569826077
0.85, 0.5, 23.690425836461696
0.85, 0.6, 28.25840051134731
0.85, 0.7, 32.520837125145675
0.85, 0.8, 37.76345789393842
0.875, 0.3, 16.875252714071745
0.875, 0.4, 19.76100330810595
0.875, 0.5, 23.52682758908871
0.875, 0.6, 28.120568133474954
0.875, 0.7, 32.325596506627726
0.875, 0.8, 37.512439652031944
0.9, 0.3, 16.66886362512856
0.9, 0.4, 19.566982094387757
0.9, 0.5, 23.36205493646844
0.9, 0.6, 27.965712383871033
0.9, 0.7, 32.13398780766617
0.9, 0.8, 37.23652595911559
0.925, 0.3, 16.418502512384716
0.925, 0.4, 19.382158029135784
0.925, 0.5, 23.19419115517647
0.925, 0.6, 27.824454818106627
0.925, 0.7, 31.896928642771638
0.925, 0.8, 36.97531130138967
0.95, 0.3, 16.197183609129244
0.95, 0.4, 19.182630703014713
0.95, 0.5, 23.03355346204762
0.95, 0.6, 27.680490396019945
0.95, 0.7, 32.40894032860754
0.95, 0.8, 36.70685534233376
0.975, 0.3, 15.94962483589935
0.975, 0.4, 18.977752587611615
0.975, 0.5, 22.87356668815924
0.975, 0.6, 27.51245181143877
0.975, 0.7, 31.461536069973562
0.975, 0.8, 36.40660368252081
1.0, 0.3, 15.73176726335095
1.0, 0.4, 18.792966898123566
1.0, 0.5, 22.677313441097667
1.0, 0.6, 27.363313999028627
1.0, 0.7, 31.253903193411933
1.0, 0.8, 36.12990213523126
